origin,Destination,Chargeable Wt,Mode,Nature of Consignment,Historical_Delivery_Days
Pune,Srinagar,5.08,Surface,Non-Dox,5
Bhubaneswar,Amritsar,6.68,Express,Non-Dox,2
Vijayawada,Ahmedabad,3.14,Surface,Dox,3
Pune,Aurangabad,9.18,Surface,Non-Dox,5
Vijayawada,Coimbatore,1.57,Surface,Non-Dox,3
Srinagar,Nashik,9.5,Surface,Dox,5
Amritsar,Delhi,11.56,Express,Dox,2
Indore,Ranchi,8.04,Express,Dox,2
Kochi,Pune,13.44,Air Cargo,Dox,5
Agra,Dehradun,3.16,Air Cargo,Non-Dox,3
Ranchi,Meerut,10.55,Express,Dox,2
Thiruvananthapuram,Guwahati,13.28,Air Cargo,Dox,5
Shimla,Hyderabad,8.06,Surface,Dox,5
Aurangabad,Srinagar,2.66,Surface,Dox,3
Agra,Delhi,9.86,Air Cargo,Non-Dox,5
Aurangabad,Varanasi,3.36,Express,Non-Dox,2
Ludhiana,Nagpur,3.71,Surface,Non-Dox,3
Vijayawada,Chandigarh,6.08,Air Cargo,Non-Dox,5
Lucknow,Varanasi,12.15,Air Cargo,Dox,5
Dehradun,Chennai,3.67,Express,Non-Dox,2
Kolkata,Amritsar,8.76,Air Cargo,Non-Dox,5
Bangalore,Aurangabad,0.59,Surface,Dox,3
Pune,Kolkata,0.65,Surface,Dox,3
Coimbatore,Thiruvananthapuram,11,Express,Dox,2
Coimbatore,Ahmedabad,10.56,Surface,Dox,5
Coimbatore,Guwahati,3.37,Surface,Non-Dox,3
Varanasi,Srinagar,8.42,Surface,Dox,5
Meerut,Bangalore,9.62,Air Cargo,Non-Dox,5
Chennai,Bangalore,4.71,Surface,Dox,3
Mumbai,Bhopal,9.67,Surface,Dox,5
Nashik,Pune,6.46,Surface,Dox,5
Shimla,Pune,2.62,Surface,Non-Dox,3
Kochi,Nagpur,8.44,Air Cargo,Dox,5
Shimla,Amritsar,10.77,Surface,Dox,5
Bhopal,Ludhiana,3.88,Surface,Dox,3
Dehradun,Lucknow,6.37,Surface,Dox,5
Amritsar,Meerut,10.44,Air Cargo,Dox,5
Srinagar,Bhopal,9.57,Surface,Dox,5
Jamshedpur,Amritsar,12.24,Express,Dox,2
Bangalore,Meerut,12.98,Surface,Dox,5
Chennai,Meerut,12.46,Express,Non-Dox,2
Delhi,Shimla,10.98,Express,Dox,2
Lucknow,Coimbatore,13.56,Surface,Dox,5
Delhi,Bhubaneswar,6.94,Surface,Dox,5
Shimla,Jamshedpur,1.38,Surface,Non-Dox,3
Varanasi,Kolkata,10.88,Air Cargo,Dox,5
Amritsar,Nagpur,8.81,Surface,Non-Dox,5
Ahmedabad,Dehradun,3.99,Express,Non-Dox,2
Ahmedabad,Aurangabad,7.62,Air Cargo,Non-Dox,5
Pune,Vijayawada,11.57,Air Cargo,Dox,5
Agra,Varanasi,13.94,Surface,Non-Dox,5
Ahmedabad,Jaipur,5.12,Surface,Dox,5
Agra,Surat,12.05,Surface,Non-Dox,5
Guwahati,Amritsar,11.09,Air Cargo,Non-Dox,5
Bhopal,Meerut,4.61,Air Cargo,Dox,3
Nagpur,Bhopal,13.91,Air Cargo,Non-Dox,5
Jaipur,Patna,7.74,Express,Non-Dox,2
Dehradun,Coimbatore,6.31,Surface,Dox,5
Patna,Nagpur,9.44,Surface,Non-Dox,5
Coimbatore,Srinagar,3.17,Surface,Non-Dox,3
Ludhiana,Amritsar,11.94,Express,Dox,2
Jaipur,Surat,9.05,Surface,Non-Dox,5
Bhopal,Kochi,10.2,Express,Non-Dox,2
Amritsar,Ludhiana,10.31,Air Cargo,Dox,5
Meerut,Aurangabad,6.71,Air Cargo,Dox,5
Nagpur,Patna,3.52,Surface,Non-Dox,3
Patna,Mumbai,12.9,Surface,Dox,5
Vijayawada,Meerut,14.78,Surface,Dox,5
Amritsar,Delhi,10.84,Surface,Dox,5
Vijayawada,Vizag,3.81,Surface,Dox,3
Jamshedpur,Chennai,7.42,Express,Non-Dox,2
Patna,Meerut,9.99,Air Cargo,Non-Dox,5
Vizag,Shimla,5.06,Express,Non-Dox,2
Vizag,Nagpur,8.01,Express,Dox,2
Agra,Jamshedpur,6.4,Express,Dox,2
Chandigarh,Coimbatore,10.4,Air Cargo,Dox,5
Meerut,Chennai,13.71,Air Cargo,Dox,5
Lucknow,Nashik,11.98,Air Cargo,Dox,5
Kolkata,Meerut,4.69,Surface,Dox,3
Srinagar,Vizag,11.36,Surface,Non-Dox,5
Varanasi,Bhopal,3.52,Surface,Non-Dox,3
Thiruvananthapuram,Coimbatore,0.93,Surface,Dox,3
Thiruvananthapuram,Aurangabad,9.28,Surface,Non-Dox,5
Patna,Lucknow,9.9,Surface,Dox,5
Varanasi,Nagpur,4.26,Surface,Non-Dox,3
Vijayawada,Jamshedpur,3.72,Surface,Non-Dox,3
Chandigarh,Dehradun,8.84,Surface,Non-Dox,5
Chandigarh,Shimla,13.68,Surface,Dox,5
Surat,Bhopal,2.64,Surface,Dox,3
Delhi,Raipur,10.38,Surface,Dox,5
Dehradun,Delhi,11.43,Air Cargo,Non-Dox,5
Bangalore,Delhi,3.47,Surface,Dox,3
Meerut,Aurangabad,12.27,Surface,Dox,5
Bangalore,Vizag,13.87,Surface,Non-Dox,5
Jaipur,Bangalore,4.58,Surface,Dox,3
Lucknow,Hyderabad,7.67,Surface,Dox,5
Jamshedpur,Mumbai,8.81,Surface,Non-Dox,5
Indore,Lucknow,7.13,Surface,Non-Dox,5
Dehradun,Coimbatore,4.79,Surface,Non-Dox,3
Bhopal,Lucknow,2.02,Surface,Dox,3
Ludhiana,Nagpur,11.65,Surface,Non-Dox,5
Aurangabad,Jamshedpur,6.18,Surface,Dox,5
Ludhiana,Chennai,5.69,Surface,Non-Dox,5
Surat,Jaipur,3.58,Surface,Dox,3
Nagpur,Chandigarh,3.13,Surface,Non-Dox,3
Nagpur,Delhi,2.1,Express,Non-Dox,2
Chandigarh,Coimbatore,5.13,Surface,Non-Dox,5
Aurangabad,Shimla,4.05,Surface,Non-Dox,3
Ludhiana,Jamshedpur,7.62,Surface,Non-Dox,5
Chandigarh,Ranchi,1.65,Surface,Non-Dox,3
Kochi,Srinagar,8.66,Surface,Dox,5
Shimla,Dehradun,8.3,Air Cargo,Dox,5
Aurangabad,Mumbai,10.91,Surface,Dox,5
Bhopal,Nashik,3.62,Surface,Non-Dox,3
Mumbai,Aurangabad,7.03,Surface,Dox,5
Dehradun,Nashik,2.39,Surface,Non-Dox,3
Mumbai,Kolkata,12.19,Surface,Non-Dox,5
Meerut,Jaipur,9.73,Surface,Dox,5
Surat,Vijayawada,1,Surface,Dox,3
Delhi,Shimla,6.84,Air Cargo,Non-Dox,5
Kolkata,Lucknow,2.7,Air Cargo,Non-Dox,3
Srinagar,Thiruvananthapuram,8.96,Surface,Dox,5
Indore,Mumbai,5.27,Express,Dox,2
Bhopal,Lucknow,9.99,Air Cargo,Non-Dox,5
Guwahati,Amritsar,12.02,Surface,Non-Dox,5
Bangalore,Bhopal,10.74,Express,Dox,2
Bangalore,Ahmedabad,4.08,Air Cargo,Non-Dox,3
Jamshedpur,Raipur,12.85,Express,Non-Dox,2
Dehradun,Nashik,9.25,Surface,Dox,5
Raipur,Mumbai,4.89,Surface,Non-Dox,3
Coimbatore,Vijayawada,2.07,Surface,Dox,3
Vijayawada,Bhubaneswar,3.55,Air Cargo,Dox,3
Raipur,Jamshedpur,2.52,Air Cargo,Non-Dox,3
Lucknow,Shimla,11.37,Surface,Dox,5
Chandigarh,Ranchi,8.96,Air Cargo,Non-Dox,5
Srinagar,Coimbatore,12.24,Surface,Dox,5
Chandigarh,Vijayawada,12.94,Air Cargo,Dox,5
Nagpur,Chandigarh,13.11,Surface,Dox,5
Guwahati,Vizag,12.98,Express,Dox,2
Delhi,Vizag,10.98,Air Cargo,Non-Dox,5
Varanasi,Jamshedpur,8.22,Surface,Non-Dox,5
Guwahati,Thiruvananthapuram,6.7,Express,Dox,2
Mumbai,Bhopal,6.39,Surface,Dox,5
Bangalore,Patna,11.31,Express,Non-Dox,2
Shimla,Kochi,11.98,Air Cargo,Dox,5
Thiruvananthapuram,Bangalore,5.11,Surface,Dox,5
Varanasi,Coimbatore,6.44,Surface,Dox,5
Meerut,Surat,7.9,Air Cargo,Non-Dox,5
Srinagar,Aurangabad,7.21,Express,Dox,2
Bhopal,Nashik,2.03,Surface,Dox,3
Jamshedpur,Nagpur,12.63,Surface,Non-Dox,5
Patna,Bhubaneswar,9.34,Surface,Non-Dox,5
Jaipur,Varanasi,10.57,Express,Dox,2
Delhi,Kolkata,6.1,Surface,Dox,5
Nagpur,Lucknow,12.36,Surface,Dox,5
Nashik,Varanasi,6.83,Surface,Non-Dox,5
Nagpur,Kochi,1.47,Surface,Non-Dox,3
Nagpur,Dehradun,8.7,Surface,Non-Dox,5
Delhi,Coimbatore,9.64,Surface,Dox,5
Lucknow,Ahmedabad,12.43,Express,Dox,2
Kochi,Bangalore,9.54,Surface,Non-Dox,5
Kolkata,Chandigarh,8.54,Surface,Non-Dox,5
Shimla,Ranchi,4.88,Surface,Dox,3
Agra,Bhopal,9.66,Express,Non-Dox,2
Srinagar,Ranchi,10.35,Surface,Dox,5
Hyderabad,Bangalore,11.8,Air Cargo,Non-Dox,5
Coimbatore,Mumbai,6.24,Surface,Non-Dox,5
Jaipur,Varanasi,7.24,Surface,Non-Dox,5
Jamshedpur,Ahmedabad,12.34,Express,Dox,2
Bhubaneswar,Thiruvananthapuram,5.48,Air Cargo,Dox,5
Surat,Ahmedabad,7.04,Surface,Dox,5
Ludhiana,Chandigarh,3.62,Express,Non-Dox,2
Aurangabad,Guwahati,6.97,Air Cargo,Dox,5
Guwahati,Ahmedabad,11.91,Surface,Dox,5
Kochi,Hyderabad,7.51,Surface,Dox,5
Indore,Lucknow,8.32,Surface,Dox,5
Amritsar,Surat,12.48,Air Cargo,Dox,5
Kolkata,Jamshedpur,2.26,Express,Non-Dox,2
Chennai,Lucknow,3.65,Surface,Dox,3
Lucknow,Agra,3.7,Express,Dox,2
Surat,Dehradun,3.9,Surface,Non-Dox,3
Delhi,Vijayawada,2.85,Surface,Dox,3
Dehradun,Amritsar,5.5,Surface,Non-Dox,5
Dehradun,Lucknow,10.25,Surface,Non-Dox,5
Raipur,Delhi,2.12,Air Cargo,Non-Dox,3
Hyderabad,Varanasi,12.59,Surface,Non-Dox,5
Vijayawada,Delhi,13.49,Surface,Dox,5
Chennai,Nashik,5.26,Express,Non-Dox,2
Surat,Mumbai,6.25,Surface,Dox,5
Lucknow,Delhi,4.19,Surface,Dox,3
Lucknow,Chennai,7.07,Surface,Non-Dox,5
Thiruvananthapuram,Vizag,9.02,Surface,Non-Dox,5
Dehradun,Kolkata,9.95,Surface,Non-Dox,5
Chandigarh,Dehradun,11.24,Surface,Dox,5
Mumbai,Aurangabad,12.67,Express,Dox,2
Chandigarh,Jaipur,7.52,Surface,Dox,5
Bangalore,Delhi,3.88,Express,Non-Dox,2
Amritsar,Vizag,6,Surface,Non-Dox,5
Aurangabad,Chandigarh,5.04,Express,Non-Dox,2
Meerut,Jamshedpur,14.61,Surface,Non-Dox,5
Mumbai,Aurangabad,8.14,Air Cargo,Non-Dox,5
Delhi,Kochi,4.8,Surface,Dox,3
Indore,Amritsar,7.11,Surface,Dox,5
Ludhiana,Patna,6.39,Express,Non-Dox,2
Bangalore,Chennai,5.97,Air Cargo,Non-Dox,5
Mumbai,Varanasi,8.52,Express,Non-Dox,2
Ludhiana,Ahmedabad,9.24,Surface,Dox,5
Varanasi,Mumbai,3.71,Surface,Non-Dox,3
Bangalore,Lucknow,10.21,Express,Dox,2
Vizag,Kolkata,4.61,Surface,Dox,3
Delhi,Patna,5.62,Surface,Dox,5
Varanasi,Agra,5.27,Surface,Non-Dox,5
Surat,Shimla,12.08,Surface,Non-Dox,5
Meerut,Delhi,3.85,Surface,Dox,3
Srinagar,Hyderabad,10,Surface,Non-Dox,5
Ahmedabad,Vizag,5.08,Express,Non-Dox,2
Dehradun,Ahmedabad,9.92,Air Cargo,Non-Dox,5
Dehradun,Ahmedabad,11.36,Surface,Non-Dox,5
Shimla,Aurangabad,11.36,Surface,Non-Dox,5
Varanasi,Jamshedpur,3.44,Express,Dox,2
Jamshedpur,Indore,2.27,Surface,Non-Dox,3
Ahmedabad,Bhopal,11.76,Express,Dox,2
Indore,Srinagar,0.76,Air Cargo,Non-Dox,3
Ludhiana,Kolkata,7.82,Surface,Dox,5
Dehradun,Agra,10.18,Surface,Non-Dox,5
Chennai,Delhi,8.9,Surface,Dox,5
Hyderabad,Varanasi,12.14,Surface,Dox,5
Bangalore,Aurangabad,7.19,Surface,Non-Dox,5
Ranchi,Lucknow,11.95,Air Cargo,Non-Dox,5
Meerut,Ahmedabad,9.06,Air Cargo,Non-Dox,5
Agra,Varanasi,9.58,Express,Non-Dox,2
Varanasi,Nashik,7.14,Surface,Non-Dox,5
Varanasi,Bhubaneswar,0.96,Surface,Dox,3
Mumbai,Vizag,5.68,Express,Dox,2
Guwahati,Shimla,13.64,Express,Dox,2
Aurangabad,Agra,8.69,Surface,Dox,5
Varanasi,Patna,10.21,Surface,Non-Dox,5
Bangalore,Pune,10.93,Express,Non-Dox,2
Delhi,Ludhiana,12.02,Surface,Dox,5
Jaipur,Aurangabad,3.41,Surface,Non-Dox,3
Bhopal,Thiruvananthapuram,11.44,Surface,Non-Dox,5
Vizag,Vijayawada,5.46,Surface,Non-Dox,5
Meerut,Indore,13.03,Express,Non-Dox,2
Ludhiana,Jamshedpur,5.13,Air Cargo,Non-Dox,5
Kochi,Nashik,6.05,Surface,Dox,5
Dehradun,Kolkata,11.07,Express,Dox,2
Thiruvananthapuram,Guwahati,9.16,Express,Dox,2
Ahmedabad,Aurangabad,10.93,Surface,Non-Dox,5
Delhi,Agra,9.67,Surface,Non-Dox,5
Nagpur,Pune,9.86,Express,Non-Dox,2
Dehradun,Chennai,12.35,Express,Dox,2
Mumbai,Amritsar,10.98,Surface,Non-Dox,5
Varanasi,Ranchi,6.1,Surface,Non-Dox,5
Vijayawada,Amritsar,5.73,Express,Dox,2
Bhopal,Varanasi,7.45,Surface,Dox,5
Meerut,Bangalore,11.26,Surface,Dox,5
Jamshedpur,Hyderabad,2.16,Surface,Non-Dox,3
Surat,Nagpur,12.96,Surface,Non-Dox,5
Meerut,Ahmedabad,3.5,Express,Non-Dox,2
Ludhiana,Ahmedabad,9.06,Surface,Non-Dox,5
Ahmedabad,Dehradun,5.32,Air Cargo,Non-Dox,5
Shimla,Patna,2.16,Surface,Dox,3
Srinagar,Ahmedabad,3.44,Express,Dox,2
Raipur,Mumbai,2.63,Surface,Non-Dox,3
Thiruvananthapuram,Chennai,8.99,Surface,Dox,5
Kochi,Kolkata,7.39,Surface,Non-Dox,5
Nagpur,Shimla,4.62,Surface,Dox,3
Jaipur,Meerut,7.29,Express,Non-Dox,2
Ahmedabad,Shimla,8.64,Surface,Non-Dox,5
Jaipur,Bangalore,12.99,Express,Non-Dox,2
Chennai,Bangalore,11.94,Surface,Non-Dox,5
Coimbatore,Meerut,7.66,Surface,Dox,5
Chandigarh,Vizag,9.33,Surface,Dox,5
Agra,Pune,12.6,Surface,Dox,5
Pune,Dehradun,9.84,Surface,Dox,5
Agra,Nagpur,8.76,Surface,Dox,5
Patna,Ludhiana,5.82,Air Cargo,Non-Dox,5
Chandigarh,Aurangabad,2.75,Express,Non-Dox,2
Ahmedabad,Jaipur,12.7,Surface,Non-Dox,5
Agra,Jamshedpur,5.54,Air Cargo,Dox,5
Patna,Vizag,5.56,Surface,Dox,5
Raipur,Dehradun,6.58,Air Cargo,Non-Dox,5
Srinagar,Nagpur,8.13,Surface,Dox,5
Thiruvananthapuram,Amritsar,13.02,Surface,Dox,5
Patna,Vizag,8.59,Surface,Non-Dox,5
Thiruvananthapuram,Ludhiana,6.85,Express,Dox,2
Indore,Amritsar,4.18,Surface,Non-Dox,3
Vizag,Amritsar,7.54,Surface,Non-Dox,5
Patna,Surat,4.92,Surface,Non-Dox,3
Guwahati,Vizag,6.48,Surface,Non-Dox,5
Bangalore,Lucknow,8.93,Express,Non-Dox,2
Kolkata,Bangalore,12.91,Surface,Dox,5
Vijayawada,Coimbatore,11.39,Express,Non-Dox,2
Bhubaneswar,Ludhiana,7.93,Air Cargo,Non-Dox,5
Vizag,Kolkata,13.19,Express,Dox,2
Ludhiana,Jaipur,5.81,Express,Dox,2
Vijayawada,Hyderabad,11.86,Surface,Dox,5
Thiruvananthapuram,Hyderabad,13.43,Surface,Non-Dox,5
Shimla,Kochi,7.51,Air Cargo,Non-Dox,5
Bhopal,Thiruvananthapuram,8.9,Surface,Non-Dox,5
Coimbatore,Kochi,1.96,Air Cargo,Dox,3
Nagpur,Amritsar,8.6,Surface,Dox,5
Amritsar,Nashik,14.35,Express,Non-Dox,2
Aurangabad,Indore,10.52,Surface,Dox,5
Aurangabad,Srinagar,5.71,Surface,Non-Dox,5
Srinagar,Jaipur,4.81,Express,Dox,2
Jamshedpur,Raipur,9.09,Surface,Non-Dox,5
Coimbatore,Pune,11.03,Surface,Dox,5
Bhubaneswar,Srinagar,9.81,Surface,Non-Dox,5
Amritsar,Surat,7.15,Air Cargo,Dox,5
Meerut,Coimbatore,3.58,Air Cargo,Non-Dox,3
Bhopal,Vijayawada,12.06,Express,Dox,2
Nashik,Aurangabad,3.89,Surface,Dox,3
Chandigarh,Kolkata,2.76,Surface,Dox,3
Kolkata,Delhi,10.86,Surface,Non-Dox,5
Raipur,Chandigarh,13.21,Express,Non-Dox,2
Agra,Bangalore,2.16,Air Cargo,Dox,3
Guwahati,Aurangabad,2.46,Surface,Non-Dox,3
Kolkata,Indore,8,Surface,Dox,5
Lucknow,Jaipur,3.1,Air Cargo,Non-Dox,3
Varanasi,Kochi,7.67,Air Cargo,Dox,5
Ranchi,Varanasi,6.35,Surface,Dox,5
Hyderabad,Lucknow,4.69,Surface,Non-Dox,3
Coimbatore,Kolkata,10.87,Surface,Non-Dox,5
Mumbai,Thiruvananthapuram,6.37,Air Cargo,Non-Dox,5
Thiruvananthapuram,Bhubaneswar,12.49,Air Cargo,Non-Dox,5
Kolkata,Bhubaneswar,6.02,Express,Non-Dox,2
Amritsar,Pune,3.3,Express,Non-Dox,2
Ahmedabad,Pune,5.3,Air Cargo,Non-Dox,5
Mumbai,Hyderabad,10.6,Surface,Dox,5
Ludhiana,Hyderabad,5.15,Surface,Dox,5
Dehradun,Kochi,8.54,Express,Non-Dox,2
Jaipur,Pune,4.93,Surface,Dox,3
Bhopal,Guwahati,7.66,Surface,Dox,5
Lucknow,Surat,9.54,Surface,Non-Dox,5
Raipur,Vizag,7.77,Surface,Dox,5
Chennai,Varanasi,5.65,Express,Non-Dox,2
Delhi,Vizag,7.55,Surface,Dox,5
Bangalore,Pune,3.25,Surface,Dox,3
Raipur,Hyderabad,6.21,Surface,Non-Dox,5
Ludhiana,Pune,5.78,Surface,Non-Dox,5
Delhi,Shimla,3.94,Surface,Dox,3
Surat,Bhubaneswar,10.28,Express,Dox,2
Vijayawada,Jaipur,5.33,Air Cargo,Dox,5
Nagpur,Nashik,4.45,Air Cargo,Non-Dox,3
Indore,Raipur,13.87,Express,Non-Dox,2
Jaipur,Aurangabad,11.55,Surface,Dox,5
Patna,Chandigarh,7.45,Express,Non-Dox,2
Vijayawada,Ahmedabad,9.42,Express,Non-Dox,2
Amritsar,Indore,5.83,Surface,Dox,5
Jaipur,Nagpur,12.08,Air Cargo,Non-Dox,5
Ludhiana,Kochi,9.55,Air Cargo,Dox,5
Aurangabad,Raipur,3.85,Air Cargo,Non-Dox,3
Srinagar,Ludhiana,11.39,Surface,Non-Dox,5
Chandigarh,Srinagar,11.31,Surface,Non-Dox,5
Vizag,Chandigarh,9.89,Air Cargo,Dox,5
Agra,Nagpur,10.19,Air Cargo,Dox,5
Chandigarh,Jamshedpur,7.58,Surface,Dox,5
Kolkata,Srinagar,5.36,Surface,Non-Dox,5
Aurangabad,Coimbatore,6.15,Express,Dox,2
Patna,Jamshedpur,12.59,Surface,Dox,5
Lucknow,Srinagar,10.8,Surface,Non-Dox,5
Thiruvananthapuram,Lucknow,5.24,Express,Non-Dox,2
Srinagar,Bhubaneswar,2.17,Express,Dox,2
Shimla,Guwahati,11.04,Express,Non-Dox,2
Chennai,Chandigarh,11.21,Surface,Non-Dox,5
Bhopal,Agra,7.92,Air Cargo,Non-Dox,5
Nashik,Jamshedpur,14,Air Cargo,Dox,5
Nagpur,Kochi,10.49,Express,Non-Dox,2
Vizag,Surat,6.54,Surface,Non-Dox,5
Lucknow,Dehradun,3.92,Surface,Non-Dox,3
Patna,Ahmedabad,7.81,Surface,Dox,5
Bhubaneswar,Mumbai,5.82,Air Cargo,Non-Dox,5
Jamshedpur,Patna,2.24,Express,Dox,2
Bhubaneswar,Kochi,9.59,Express,Dox,2
Ahmedabad,Surat,10.22,Surface,Non-Dox,5
Hyderabad,Chennai,10.51,Surface,Dox,5
Bangalore,Ludhiana,9.63,Air Cargo,Non-Dox,5
Pune,Raipur,12.12,Surface,Dox,5
Jaipur,Surat,6.29,Surface,Dox,5
Coimbatore,Agra,9.68,Surface,Non-Dox,5
Agra,Amritsar,4.37,Surface,Non-Dox,3
Meerut,Guwahati,11.59,Surface,Dox,5
Agra,Thiruvananthapuram,5.99,Express,Non-Dox,2
Ranchi,Bangalore,8.8,Surface,Dox,5
Nagpur,Srinagar,8.22,Surface,Non-Dox,5
Aurangabad,Ludhiana,12.26,Express,Dox,2
Ranchi,Thiruvananthapuram,6.77,Surface,Dox,5
Chandigarh,Vizag,9.07,Express,Dox,2
Jaipur,Delhi,5.18,Express,Dox,2
Jaipur,Patna,2.91,Air Cargo,Non-Dox,3
Bhopal,Nashik,9.85,Air Cargo,Dox,5
Guwahati,Bhopal,8.03,Surface,Non-Dox,5
Ranchi,Aurangabad,5.07,Surface,Dox,5
Coimbatore,Vijayawada,8.51,Surface,Non-Dox,5
Ranchi,Chandigarh,7.58,Surface,Dox,5
Kochi,Aurangabad,14.2,Air Cargo,Dox,5
Indore,Aurangabad,11.63,Surface,Non-Dox,5
Nashik,Guwahati,8.32,Surface,Dox,5
Ludhiana,Hyderabad,2.67,Express,Dox,2
Ludhiana,Mumbai,7.28,Surface,Non-Dox,5
Vizag,Chandigarh,2.16,Express,Non-Dox,2
Ahmedabad,Nagpur,4.6,Surface,Non-Dox,3
Coimbatore,Bhopal,5.09,Air Cargo,Dox,5
Amritsar,Meerut,6.21,Surface,Dox,5
Meerut,Hyderabad,11.05,Air Cargo,Non-Dox,5
Bangalore,Chennai,10.6,Surface,Dox,5
Raipur,Aurangabad,5.84,Surface,Non-Dox,5
Patna,Dehradun,3.29,Surface,Non-Dox,3
Delhi,Guwahati,8.36,Surface,Non-Dox,5
Vizag,Dehradun,7.11,Surface,Non-Dox,5
Lucknow,Vizag,6.16,Surface,Dox,5
Patna,Delhi,1.62,Surface,Dox,3
Thiruvananthapuram,Ahmedabad,12.58,Surface,Non-Dox,5
Bangalore,Surat,13.76,Surface,Non-Dox,5
Patna,Surat,7.99,Surface,Non-Dox,5
Indore,Pune,11.96,Surface,Dox,5
Delhi,Bangalore,10.5,Surface,Non-Dox,5
Meerut,Lucknow,10.66,Surface,Dox,5
Meerut,Pune,4.1,Express,Dox,2
Kochi,Guwahati,4.44,Air Cargo,Dox,3
Meerut,Guwahati,4.55,Surface,Non-Dox,3
Jaipur,Delhi,7.22,Surface,Dox,5
Hyderabad,Indore,9.6,Surface,Non-Dox,5
Ranchi,Amritsar,6.22,Surface,Non-Dox,5
Kochi,Bangalore,6.3,Air Cargo,Dox,5
Ludhiana,Guwahati,6.33,Surface,Dox,5
Mumbai,Raipur,4.96,Air Cargo,Dox,3
Bangalore,Mumbai,3.31,Surface,Dox,3
Ranchi,Lucknow,6.48,Surface,Dox,5
Amritsar,Delhi,9.32,Surface,Non-Dox,5
Bhubaneswar,Aurangabad,7.05,Surface,Dox,5
Srinagar,Coimbatore,2.69,Air Cargo,Dox,3
Agra,Lucknow,13.1,Air Cargo,Dox,5
Jaipur,Nagpur,9.65,Surface,Non-Dox,5
Ahmedabad,Bangalore,9.98,Air Cargo,Dox,5
Agra,Nagpur,11.04,Express,Dox,2
Agra,Chandigarh,11.8,Surface,Non-Dox,5
Aurangabad,Vizag,6.07,Express,Non-Dox,2
Chandigarh,Bhubaneswar,9.14,Express,Dox,2
Mumbai,Ludhiana,10.5,Express,Non-Dox,2
Surat,Coimbatore,2.12,Air Cargo,Non-Dox,3
Vijayawada,Nashik,0.88,Express,Dox,1
Ludhiana,Chandigarh,6.82,Surface,Dox,5
Srinagar,Coimbatore,5.82,Surface,Non-Dox,5
Coimbatore,Bhubaneswar,8.38,Express,Non-Dox,2
Ludhiana,Patna,4.34,Express,Non-Dox,2
Jamshedpur,Coimbatore,7.79,Surface,Non-Dox,5
Lucknow,Guwahati,5.61,Surface,Dox,5
Guwahati,Kolkata,1.19,Express,Non-Dox,1
Nagpur,Hyderabad,12.8,Surface,Non-Dox,5
Chennai,Guwahati,12.16,Express,Non-Dox,2
Guwahati,Coimbatore,7.09,Express,Non-Dox,2
Thiruvananthapuram,Hyderabad,11.62,Air Cargo,Dox,5
Thiruvananthapuram,Shimla,5.2,Express,Non-Dox,2
Srinagar,Vizag,5.64,Express,Dox,2
Raipur,Hyderabad,6.54,Air Cargo,Non-Dox,5
Jaipur,Hyderabad,7.47,Surface,Non-Dox,5
Srinagar,Shimla,9.83,Express,Dox,2
Kolkata,Meerut,2.61,Surface,Dox,3
Chandigarh,Bhopal,11.4,Surface,Dox,5
Patna,Coimbatore,5.51,Air Cargo,Non-Dox,5
Chennai,Vijayawada,8.2,Surface,Non-Dox,5
Kochi,Thiruvananthapuram,9.61,Surface,Non-Dox,5
Srinagar,Nashik,7.72,Express,Dox,2
Kolkata,Surat,5.84,Surface,Dox,5
Varanasi,Kochi,5.06,Surface,Non-Dox,5
Shimla,Ranchi,14.28,Surface,Dox,5
Thiruvananthapuram,Kolkata,5.36,Surface,Dox,5
Meerut,Ranchi,12.44,Surface,Dox,5
Jamshedpur,Bhubaneswar,10.59,Surface,Dox,5
Nagpur,Jamshedpur,6.58,Surface,Non-Dox,5
Lucknow,Surat,7.73,Surface,Dox,5
Aurangabad,Surat,6.54,Express,Dox,2
Vizag,Vijayawada,6.21,Express,Dox,2
Varanasi,Delhi,7.38,Express,Non-Dox,2
Kolkata,Pune,6.55,Surface,Non-Dox,5
Mumbai,Nashik,4.72,Express,Non-Dox,2
Vizag,Dehradun,9.33,Air Cargo,Non-Dox,5
Aurangabad,Jaipur,4.45,Surface,Non-Dox,3
Patna,Srinagar,6.31,Air Cargo,Non-Dox,5
Vijayawada,Aurangabad,12.16,Express,Non-Dox,2
Vizag,Bhubaneswar,4.03,Air Cargo,Non-Dox,3
Chandigarh,Varanasi,2.32,Surface,Non-Dox,3
Coimbatore,Nagpur,9.81,Air Cargo,Dox,5
Thiruvananthapuram,Shimla,7.61,Surface,Dox,5
Bangalore,Meerut,5.63,Surface,Dox,5
Lucknow,Guwahati,7.58,Surface,Dox,5
Surat,Bangalore,11.84,Air Cargo,Dox,5
Mumbai,Chandigarh,4.93,Air Cargo,Dox,3
Ludhiana,Nashik,2.62,Surface,Non-Dox,3
Srinagar,Kolkata,12.94,Air Cargo,Non-Dox,5
Shimla,Aurangabad,1.41,Express,Non-Dox,1
Ahmedabad,Bangalore,6.76,Air Cargo,Non-Dox,5
Ahmedabad,Bangalore,7.29,Express,Non-Dox,2
Bhopal,Hyderabad,10.51,Surface,Non-Dox,5
Thiruvananthapuram,Kolkata,0.94,Surface,Dox,3
Agra,Ludhiana,10.69,Express,Dox,2
