Pickup_Location,Destination,Courier_Type,Historical_Deliveries,Actual_Delivery_Days
Pune,Delhi,Standard,2,3
Chennai,Kolkata,Same Day,4,5
Bangalore,Mumbai,Same Day,2,2
Delhi,Hyderabad,Same Day,4,3
Kolkata,Chennai,Express,6,6
Pune,Kolkata,Same Day,3,4
Kolkata,Chennai,Standard,4,5
Chennai,Mumbai,Standard,1,2
Mumbai,Hyderabad,Standard,7,7
Mumbai,Chennai,Standard,3,4
Delhi,Pune,Same Day,4,5
Hyderabad,Bangalore,Same Day,2,1
Ahmedabad,Ahmedabad,Express,4,4
Kolkata,Kolkata,Standard,1,1
Pune,Ahmedabad,Standard,1,1
Ahmedabad,Bangalore,Same Day,7,8
Kolkata,Pune,Express,3,4
Hyderabad,Mumbai,Express,2,2
Bangalore,Kolkata,Standard,4,4
Kolkata,Chennai,Standard,4,4
Delhi,Pune,Standard,6,5
Delhi,Kolkata,Express,7,6
Ahmedabad,Kolkata,Express,3,3
Ahmedabad,Bangalore,Express,1,1
Bangalore,Mumbai,Standard,4,4
Bangalore,Bangalore,Standard,2,3
Ahmedabad,Pune,Standard,3,4
Hyderabad,Mumbai,Express,6,6
Mumbai,Delhi,Standard,3,3
Pune,Bangalore,Same Day,1,2
Delhi,Pune,Same Day,6,5
Chennai,Mumbai,Express,5,6
Delhi,Pune,Standard,7,7
Pune,Kolkata,Express,1,1
Pune,Mumbai,Express,1,2
Mumbai,Pune,Standard,6,6
Ahmedabad,Pune,Same Day,2,1
Ahmedabad,Chennai,Standard,4,4
Pune,Ahmedabad,Same Day,1,1
Ahmedabad,Chennai,Same Day,5,6
Kolkata,Kolkata,Same Day,4,3
Chennai,Ahmedabad,Same Day,2,1
Delhi,Kolkata,Express,4,4
Kolkata,Chennai,Standard,5,5
Delhi,Kolkata,Same Day,6,6
Kolkata,Kolkata,Standard,5,6
Hyderabad,Mumbai,Express,7,7
Pune,Mumbai,Same Day,5,4
Delhi,Mumbai,Same Day,4,3
Mumbai,Hyderabad,Same Day,7,6
Delhi,Ahmedabad,Same Day,5,4
Pune,Chennai,Same Day,2,3
Kolkata,Bangalore,Standard,1,1
Hyderabad,Bangalore,Same Day,3,3
Chennai,Mumbai,Express,6,5
Chennai,Kolkata,Same Day,7,7
Ahmedabad,Ahmedabad,Express,4,3
Delhi,Delhi,Standard,5,6
Hyderabad,Mumbai,Same Day,7,8
Ahmedabad,Hyderabad,Standard,2,3
Ahmedabad,Ahmedabad,Express,1,1
Pune,Kolkata,Express,5,5
Kolkata,Hyderabad,Express,5,5
Ahmedabad,Kolkata,Express,6,7
Chennai,Mumbai,Standard,5,5
Chennai,Hyderabad,Same Day,5,6
Pune,Ahmedabad,Same Day,1,1
Hyderabad,Pune,Express,7,6
Delhi,Ahmedabad,Express,1,1
Hyderabad,Kolkata,Express,1,1
Pune,Chennai,Same Day,7,8
Mumbai,Ahmedabad,Express,1,1
Ahmedabad,Pune,Standard,5,5
Kolkata,Hyderabad,Express,7,8
Bangalore,Kolkata,Standard,4,5
Kolkata,Bangalore,Same Day,4,4
Hyderabad,Delhi,Standard,7,7
Bangalore,Hyderabad,Express,5,6
Hyderabad,Pune,Same Day,3,3
Hyderabad,Pune,Same Day,3,4
Mumbai,Delhi,Standard,3,4
Mumbai,Pune,Standard,1,1
Chennai,Delhi,Standard,5,6
Kolkata,Mumbai,Standard,4,5
Bangalore,Bangalore,Standard,2,3
Mumbai,Bangalore,Same Day,4,3
Ahmedabad,Pune,Same Day,2,1
Bangalore,Ahmedabad,Same Day,1,2
Hyderabad,Bangalore,Standard,5,5
Bangalore,Bangalore,Standard,5,6
Ahmedabad,Delhi,Same Day,6,5
Mumbai,Ahmedabad,Same Day,5,6
Kolkata,Delhi,Express,2,3
Chennai,Kolkata,Standard,5,5
Hyderabad,Kolkata,Standard,6,5
Mumbai,Ahmedabad,Same Day,1,1
Hyderabad,Delhi,Same Day,3,2
Pune,Bangalore,Express,2,3
Chennai,Kolkata,Standard,6,7
Kolkata,Hyderabad,Standard,7,8
Ahmedabad,Delhi,Standard,2,2
Mumbai,Ahmedabad,Express,2,2
Chennai,Hyderabad,Express,6,5
Kolkata,Chennai,Express,4,3
Delhi,Bangalore,Same Day,3,4
Mumbai,Chennai,Same Day,7,8
Kolkata,Mumbai,Standard,4,3
Mumbai,Ahmedabad,Standard,7,8
Kolkata,Hyderabad,Express,4,4
Bangalore,Ahmedabad,Standard,5,5
Hyderabad,Kolkata,Express,5,5
Bangalore,Hyderabad,Standard,1,1
Pune,Bangalore,Standard,1,2
Hyderabad,Delhi,Standard,2,3
Kolkata,Chennai,Standard,1,2
Bangalore,Ahmedabad,Express,6,6
Ahmedabad,Ahmedabad,Same Day,5,4
Ahmedabad,Chennai,Express,3,2
Kolkata,Delhi,Standard,5,5
Ahmedabad,Mumbai,Standard,4,3
Ahmedabad,Bangalore,Standard,3,3
Delhi,Kolkata,Express,2,1
Kolkata,Mumbai,Express,5,6
Bangalore,Bangalore,Standard,4,5
Bangalore,Bangalore,Same Day,5,4
Kolkata,Hyderabad,Express,7,6
Kolkata,Ahmedabad,Standard,4,4
Ahmedabad,Chennai,Express,5,4
Chennai,Ahmedabad,Standard,5,5
Chennai,Mumbai,Standard,3,3
Ahmedabad,Pune,Express,1,1
Mumbai,Ahmedabad,Standard,2,2
Bangalore,Kolkata,Standard,4,5
Chennai,Ahmedabad,Standard,6,7
Mumbai,Hyderabad,Express,1,2
Bangalore,Kolkata,Same Day,4,5
Bangalore,Bangalore,Express,4,5
Kolkata,Hyderabad,Standard,4,5
Pune,Chennai,Express,2,3
Pune,Chennai,Same Day,3,4
Delhi,Ahmedabad,Same Day,3,3
Delhi,Kolkata,Express,1,1
Chennai,Hyderabad,Express,2,1
Delhi,Delhi,Standard,5,4
Delhi,Chennai,Standard,3,3
Hyderabad,Kolkata,Same Day,4,5
Mumbai,Chennai,Express,1,1
Bangalore,Delhi,Standard,4,4
Mumbai,Chennai,Same Day,6,6
Ahmedabad,Kolkata,Same Day,3,2
Bangalore,Chennai,Same Day,7,8
Ahmedabad,Hyderabad,Same Day,5,6
Pune,Ahmedabad,Express,2,1
Bangalore,Mumbai,Same Day,4,4
Bangalore,Kolkata,Same Day,7,6
Delhi,Kolkata,Express,5,4
Delhi,Hyderabad,Same Day,7,7
Delhi,Pune,Same Day,2,3
Hyderabad,Hyderabad,Standard,1,1
Bangalore,Mumbai,Express,1,2
Mumbai,Kolkata,Express,2,2
Kolkata,Hyderabad,Same Day,2,3
Ahmedabad,Pune,Same Day,4,5
Delhi,Delhi,Standard,3,2
Ahmedabad,Chennai,Express,5,4
Ahmedabad,Bangalore,Same Day,3,3
Mumbai,Mumbai,Express,6,5
Pune,Hyderabad,Express,3,3
Mumbai,Chennai,Express,5,5
Kolkata,Pune,Express,3,2
Chennai,Ahmedabad,Standard,1,2
Chennai,Kolkata,Standard,7,8
Hyderabad,Delhi,Standard,2,3
Hyderabad,Bangalore,Express,3,2
Ahmedabad,Chennai,Express,1,1
Mumbai,Ahmedabad,Same Day,3,4
Pune,Mumbai,Same Day,5,5
Chennai,Ahmedabad,Express,7,7
Delhi,Mumbai,Standard,2,3
Hyderabad,Hyderabad,Same Day,7,7
Ahmedabad,Mumbai,Standard,3,3
Mumbai,Delhi,Standard,3,4
Kolkata,Pune,Same Day,6,6
Bangalore,Kolkata,Express,5,5
Kolkata,Kolkata,Same Day,2,2
Kolkata,Bangalore,Standard,6,7
Kolkata,Pune,Same Day,7,6
Hyderabad,Pune,Standard,7,6
Pune,Pune,Express,1,1
Chennai,Hyderabad,Same Day,6,7
Chennai,Pune,Same Day,3,4
Chennai,Hyderabad,Express,6,5
Bangalore,Bangalore,Express,2,1
Pune,Bangalore,Express,5,6
Hyderabad,Delhi,Standard,4,3
Kolkata,Bangalore,Same Day,1,1
Delhi,Pune,Same Day,6,6
Hyderabad,Mumbai,Express,2,2
Ahmedabad,Mumbai,Standard,1,1
Chennai,Bangalore,Same Day,6,7
Ahmedabad,Mumbai,Standard,6,5
Chennai,Mumbai,Same Day,1,1
Hyderabad,Bangalore,Same Day,3,2
Bangalore,Kolkata,Same Day,5,5
Chennai,Chennai,Standard,6,7
Mumbai,Pune,Standard,6,7
Hyderabad,Chennai,Express,6,7
Chennai,Hyderabad,Same Day,4,4
Mumbai,Hyderabad,Standard,3,3
Delhi,Ahmedabad,Standard,5,5
Mumbai,Pune,Same Day,1,1
Mumbai,Chennai,Same Day,4,3
Delhi,Chennai,Same Day,5,5
Pune,Hyderabad,Standard,2,3
Mumbai,Hyderabad,Same Day,2,3
Bangalore,Kolkata,Standard,3,4
Mumbai,Pune,Express,7,8
Delhi,Ahmedabad,Same Day,3,2
Bangalore,Pune,Standard,1,2
Ahmedabad,Kolkata,Express,4,4
Delhi,Ahmedabad,Express,1,1
Delhi,Ahmedabad,Same Day,4,4
Kolkata,Mumbai,Express,3,2
Mumbai,Ahmedabad,Express,7,8
Chennai,Kolkata,Same Day,7,7
Ahmedabad,Chennai,Standard,5,4
Delhi,Mumbai,Standard,2,3
Chennai,Mumbai,Express,1,2
Mumbai,Hyderabad,Express,4,5
Chennai,Bangalore,Express,2,1
Kolkata,Kolkata,Express,7,7
Mumbai,Ahmedabad,Express,7,6
Pune,Pune,Express,4,3
Hyderabad,Kolkata,Standard,7,8
Bangalore,Kolkata,Express,2,1
Chennai,Hyderabad,Same Day,7,6
Delhi,Bangalore,Express,6,6
Kolkata,Delhi,Express,5,6
Chennai,Hyderabad,Express,4,5
Chennai,Ahmedabad,Express,2,2
Kolkata,Delhi,Same Day,4,5
Pune,Delhi,Same Day,3,2
Pune,Chennai,Standard,4,4
Pune,Bangalore,Same Day,5,5
Kolkata,Ahmedabad,Express,1,1
Bangalore,Delhi,Same Day,6,5
Chennai,Delhi,Standard,1,1
Pune,Hyderabad,Same Day,5,5
Kolkata,Hyderabad,Standard,3,2
Bangalore,Mumbai,Standard,3,4
Hyderabad,Bangalore,Express,5,4
Ahmedabad,Pune,Standard,3,3
Pune,Mumbai,Standard,2,3
Hyderabad,Ahmedabad,Standard,5,6
Mumbai,Ahmedabad,Standard,4,4
Mumbai,Ahmedabad,Same Day,4,5
Pune,Delhi,Express,2,2
Kolkata,Kolkata,Same Day,3,3
Pune,Mumbai,Standard,5,6
Ahmedabad,Kolkata,Standard,5,6
Ahmedabad,Ahmedabad,Express,1,1
Pune,Ahmedabad,Express,2,3
Bangalore,Bangalore,Same Day,4,3
Delhi,Delhi,Standard,5,6
Mumbai,Hyderabad,Standard,6,7
Kolkata,Hyderabad,Standard,4,3
Hyderabad,Ahmedabad,Express,5,4
Chennai,Delhi,Same Day,5,5
Kolkata,Delhi,Express,5,6
Bangalore,Pune,Standard,7,8
Hyderabad,Mumbai,Express,3,4
Hyderabad,Kolkata,Express,7,7
Hyderabad,Hyderabad,Express,6,7
Hyderabad,Kolkata,Standard,1,1
Delhi,Bangalore,Same Day,3,4
Ahmedabad,Chennai,Express,6,7
Bangalore,Delhi,Same Day,5,4
Hyderabad,Hyderabad,Same Day,5,6
Chennai,Ahmedabad,Standard,6,6
Chennai,Delhi,Standard,1,1
Hyderabad,Mumbai,Standard,4,4
Hyderabad,Mumbai,Standard,3,4
Hyderabad,Mumbai,Standard,5,4
Kolkata,Bangalore,Standard,3,3
Hyderabad,Bangalore,Express,1,1
Bangalore,Hyderabad,Express,2,1
Pune,Chennai,Standard,1,2
Kolkata,Mumbai,Express,5,4
Chennai,Ahmedabad,Standard,2,2
Kolkata,Bangalore,Express,1,1
Chennai,Kolkata,Express,1,1
Bangalore,Bangalore,Same Day,3,4
Chennai,Ahmedabad,Same Day,4,3
Pune,Pune,Express,5,4
Chennai,Hyderabad,Standard,1,2
Mumbai,Kolkata,Same Day,5,6
Ahmedabad,Chennai,Same Day,5,5
Mumbai,Bangalore,Standard,3,4
Kolkata,Pune,Standard,3,3
Hyderabad,Mumbai,Same Day,5,6
Hyderabad,Kolkata,Standard,6,6
Bangalore,Ahmedabad,Same Day,6,7
Pune,Pune,Standard,7,8
Kolkata,Chennai,Express,1,2
Kolkata,Mumbai,Standard,2,1
Kolkata,Ahmedabad,Same Day,3,2
Kolkata,Chennai,Standard,4,5
Chennai,Hyderabad,Express,2,1
Delhi,Bangalore,Same Day,3,3
Chennai,Delhi,Standard,6,6
Delhi,Delhi,Standard,4,5
Chennai,Bangalore,Express,6,5
Ahmedabad,Mumbai,Standard,7,7
Pune,Ahmedabad,Same Day,4,4
Mumbai,Chennai,Standard,5,6
Ahmedabad,Kolkata,Standard,1,1
Kolkata,Chennai,Express,4,5
Ahmedabad,Delhi,Same Day,2,2
Bangalore,Ahmedabad,Standard,6,6
Chennai,Delhi,Same Day,5,4
Ahmedabad,Hyderabad,Express,7,7
Hyderabad,Mumbai,Express,2,2
Pune,Bangalore,Express,6,6
Pune,Delhi,Same Day,7,8
Chennai,Mumbai,Standard,2,2
Bangalore,Ahmedabad,Same Day,7,6
Kolkata,Ahmedabad,Express,6,6
Chennai,Pune,Same Day,1,1
Hyderabad,Bangalore,Same Day,5,4
Mumbai,Kolkata,Same Day,3,4
Mumbai,Pune,Same Day,3,4
Ahmedabad,Bangalore,Same Day,3,4
Kolkata,Delhi,Standard,4,5
Chennai,Kolkata,Same Day,6,7
Delhi,Delhi,Standard,2,3
Delhi,Ahmedabad,Standard,4,5
Delhi,Chennai,Standard,7,8
Delhi,Chennai,Same Day,3,4
Kolkata,Bangalore,Standard,2,2
Pune,Delhi,Express,4,3
Ahmedabad,Mumbai,Standard,5,4
Ahmedabad,Ahmedabad,Express,5,4
Delhi,Pune,Standard,3,4
Pune,Ahmedabad,Standard,6,6
Ahmedabad,Pune,Standard,7,6
Pune,Ahmedabad,Same Day,2,2
Chennai,Pune,Standard,1,1
Bangalore,Hyderabad,Same Day,3,4
Ahmedabad,Pune,Standard,5,6
Delhi,Hyderabad,Same Day,3,3
Kolkata,Ahmedabad,Standard,7,6
Hyderabad,Delhi,Standard,4,3
Delhi,Mumbai,Standard,6,5
Ahmedabad,Mumbai,Express,1,1
Pune,Delhi,Standard,3,4
Kolkata,Bangalore,Standard,2,2
Mumbai,Delhi,Same Day,4,4
Mumbai,Mumbai,Standard,4,3
Ahmedabad,Pune,Same Day,3,4
Chennai,Hyderabad,Standard,3,2
Mumbai,Ahmedabad,Standard,6,5
Hyderabad,Bangalore,Express,2,3
Pune,Bangalore,Same Day,5,4
Delhi,Bangalore,Standard,6,5
Bangalore,Ahmedabad,Express,5,4
Bangalore,Mumbai,Same Day,2,3
Pune,Ahmedabad,Express,3,4
Chennai,Pune,Same Day,4,3
Ahmedabad,Chennai,Same Day,2,1
Kolkata,Chennai,Same Day,2,2
Delhi,Bangalore,Express,6,6
Bangalore,Kolkata,Same Day,1,2
Pune,Bangalore,Same Day,2,1
Chennai,Mumbai,Same Day,4,3
Kolkata,Mumbai,Express,2,3
Delhi,Bangalore,Same Day,4,4
Kolkata,Pune,Express,6,7
Hyderabad,Pune,Standard,7,7
Kolkata,Hyderabad,Standard,5,4
Bangalore,Chennai,Express,3,4
Delhi,Mumbai,Standard,5,4
Bangalore,Hyderabad,Express,2,1
Hyderabad,Bangalore,Standard,4,4
Bangalore,Delhi,Standard,1,2
Chennai,Bangalore,Same Day,3,2
Delhi,Hyderabad,Express,3,4
Mumbai,Ahmedabad,Express,6,5
Bangalore,Ahmedabad,Same Day,2,1
Hyderabad,Pune,Express,3,2
Pune,Bangalore,Express,5,4
Bangalore,Pune,Express,6,5
Bangalore,Kolkata,Standard,1,2
Pune,Chennai,Same Day,7,6
Kolkata,Pune,Standard,4,5
Ahmedabad,Pune,Same Day,4,4
Ahmedabad,Chennai,Standard,3,2
Chennai,Delhi,Same Day,6,7
Bangalore,Chennai,Standard,1,2
Ahmedabad,Ahmedabad,Standard,2,2
Mumbai,Hyderabad,Standard,6,7
Mumbai,Bangalore,Standard,3,3
Delhi,Bangalore,Express,1,2
Ahmedabad,Hyderabad,Standard,3,4
Hyderabad,Bangalore,Standard,3,3
Hyderabad,Kolkata,Express,5,5
Pune,Delhi,Standard,5,6
Bangalore,Hyderabad,Same Day,6,7
Bangalore,Chennai,Express,5,6
Pune,Hyderabad,Same Day,2,1
Pune,Mumbai,Express,1,2
Ahmedabad,Chennai,Standard,3,3
Pune,Pune,Same Day,5,4
Delhi,Kolkata,Standard,4,5
Ahmedabad,Chennai,Express,4,4
Mumbai,Pune,Same Day,4,5
Ahmedabad,Ahmedabad,Standard,5,4
Chennai,Bangalore,Express,1,1
Hyderabad,Ahmedabad,Standard,6,6
Delhi,Mumbai,Same Day,7,7
Delhi,Mumbai,Express,5,5
Mumbai,Hyderabad,Express,7,8
Mumbai,Hyderabad,Same Day,3,2
Chennai,Chennai,Standard,2,2
Ahmedabad,Kolkata,Standard,6,6
Mumbai,Delhi,Same Day,1,1
Bangalore,Delhi,Same Day,3,4
Mumbai,Ahmedabad,Express,3,4
Mumbai,Pune,Standard,2,2
Chennai,Kolkata,Same Day,1,1
Delhi,Delhi,Express,7,6
Mumbai,Bangalore,Express,6,7
Chennai,Bangalore,Standard,7,7
Kolkata,Kolkata,Express,5,4
Kolkata,Bangalore,Express,7,7
Chennai,Hyderabad,Express,6,6
Mumbai,Kolkata,Express,4,3
Ahmedabad,Chennai,Express,7,8
Mumbai,Ahmedabad,Same Day,4,3
Chennai,Ahmedabad,Express,3,3
Mumbai,Chennai,Same Day,2,3
Pune,Delhi,Express,3,3
Bangalore,Hyderabad,Same Day,1,1
Kolkata,Delhi,Express,2,3
Chennai,Chennai,Express,6,6
Delhi,Bangalore,Same Day,7,8
Mumbai,Mumbai,Same Day,2,3
Pune,Hyderabad,Standard,7,6
Ahmedabad,Delhi,Same Day,3,2
Hyderabad,Pune,Standard,2,3
Pune,Pune,Express,3,4
Delhi,Ahmedabad,Same Day,1,1
Ahmedabad,Bangalore,Standard,3,2
Pune,Delhi,Standard,6,7
Pune,Delhi,Standard,5,5
Hyderabad,Chennai,Standard,6,5
Chennai,Ahmedabad,Express,1,2
Bangalore,Mumbai,Express,1,2
Bangalore,Bangalore,Express,2,3
Ahmedabad,Ahmedabad,Express,2,1
Pune,Bangalore,Same Day,2,2
Bangalore,Kolkata,Same Day,6,5
Bangalore,Pune,Express,1,1
Delhi,Mumbai,Express,5,6
Chennai,Hyderabad,Express,7,6
Hyderabad,Bangalore,Same Day,4,5
Bangalore,Ahmedabad,Express,3,4
Bangalore,Mumbai,Standard,6,7
Kolkata,Bangalore,Same Day,1,2
Pune,Ahmedabad,Standard,3,2
Mumbai,Chennai,Same Day,7,8
Kolkata,Mumbai,Express,2,3
Delhi,Chennai,Standard,2,2
Kolkata,Mumbai,Standard,5,6
Kolkata,Delhi,Standard,6,6
Bangalore,Ahmedabad,Same Day,2,2
Kolkata,Kolkata,Same Day,4,5
Chennai,Bangalore,Express,6,6
Bangalore,Kolkata,Same Day,3,3
Hyderabad,Pune,Standard,3,3
Hyderabad,Ahmedabad,Express,1,1
Hyderabad,Pune,Same Day,3,2
Hyderabad,Delhi,Express,3,2
Mumbai,Ahmedabad,Same Day,4,4
Hyderabad,Chennai,Same Day,1,2
Kolkata,Mumbai,Express,3,2
Chennai,Chennai,Express,5,4
Kolkata,Hyderabad,Express,6,6
Mumbai,Ahmedabad,Express,3,4
Chennai,Pune,Express,4,4
Chennai,Chennai,Express,3,4
Hyderabad,Chennai,Standard,7,8
Ahmedabad,Chennai,Express,6,6
Delhi,Mumbai,Express,5,4
Delhi,Kolkata,Same Day,2,3
Hyderabad,Hyderabad,Same Day,4,4
Pune,Chennai,Express,3,3
Delhi,Delhi,Express,2,1
Kolkata,Bangalore,Standard,7,6
Delhi,Bangalore,Standard,7,6
Kolkata,Delhi,Express,2,3
Pune,Pune,Standard,3,2
Bangalore,Delhi,Same Day,5,5
Kolkata,Delhi,Standard,6,5
Chennai,Bangalore,Same Day,4,3
Bangalore,Mumbai,Same Day,4,5
Delhi,Pune,Express,2,1
Kolkata,Hyderabad,Express,1,2
Ahmedabad,Bangalore,Standard,3,3
Mumbai,Pune,Standard,3,2
Kolkata,Delhi,Same Day,3,2
Mumbai,Pune,Standard,1,1
Mumbai,Delhi,Same Day,5,6
Hyderabad,Pune,Express,1,2
Bangalore,Chennai,Standard,3,4
Hyderabad,Delhi,Same Day,1,2
Kolkata,Hyderabad,Standard,6,6
Chennai,Mumbai,Express,4,4
Hyderabad,Bangalore,Express,6,7
Pune,Chennai,Same Day,3,3
Pune,Chennai,Standard,3,2
Ahmedabad,Chennai,Standard,6,6
Kolkata,Bangalore,Standard,2,3
Kolkata,Kolkata,Express,5,4
Chennai,Ahmedabad,Standard,1,1
Ahmedabad,Delhi,Same Day,4,4
Bangalore,Mumbai,Same Day,6,6
Bangalore,Delhi,Standard,7,7
Kolkata,Mumbai,Standard,3,2
Hyderabad,Chennai,Standard,7,7
Delhi,Kolkata,Standard,5,4
Mumbai,Delhi,Standard,3,3
Bangalore,Mumbai,Same Day,1,2
Mumbai,Hyderabad,Standard,2,3
Delhi,Delhi,Same Day,1,1
Mumbai,Bangalore,Same Day,3,3
Kolkata,Chennai,Standard,4,3
Kolkata,Chennai,Express,5,6
Kolkata,Bangalore,Same Day,4,3
Kolkata,Chennai,Same Day,3,3
Ahmedabad,Pune,Express,6,6
Hyderabad,Hyderabad,Standard,2,1
Delhi,Hyderabad,Standard,7,7
Chennai,Pune,Same Day,2,3
Bangalore,Mumbai,Same Day,4,4
Pune,Kolkata,Same Day,7,7
Pune,Mumbai,Standard,2,1
Delhi,Delhi,Standard,7,8
Ahmedabad,Ahmedabad,Express,4,3
Delhi,Hyderabad,Same Day,5,6
Ahmedabad,Delhi,Standard,7,6
Chennai,Delhi,Standard,3,4
Delhi,Ahmedabad,Express,6,7
Kolkata,Pune,Same Day,7,7
Bangalore,Bangalore,Standard,4,4
Chennai,Pune,Same Day,6,7
Pune,Bangalore,Express,5,4
Chennai,Delhi,Standard,5,5
Bangalore,Pune,Standard,6,6
Chennai,Mumbai,Same Day,6,5
Chennai,Chennai,Same Day,5,5
Chennai,Pune,Same Day,5,5
Hyderabad,Kolkata,Standard,6,6
Pune,Mumbai,Express,1,1
Kolkata,Pune,Same Day,5,6
Mumbai,Bangalore,Standard,3,3
Bangalore,Pune,Standard,5,4
Hyderabad,Hyderabad,Standard,7,6
Kolkata,Hyderabad,Same Day,5,5
Kolkata,Kolkata,Same Day,4,4
Hyderabad,Bangalore,Standard,1,1
Bangalore,Kolkata,Standard,1,1
Bangalore,Delhi,Same Day,1,1
Delhi,Pune,Standard,1,1
Bangalore,Chennai,Standard,7,7
Pune,Chennai,Express,4,5
Mumbai,Bangalore,Standard,7,6
Hyderabad,Pune,Same Day,4,3
Kolkata,Chennai,Standard,3,4
Chennai,Hyderabad,Same Day,7,7
Ahmedabad,Delhi,Standard,6,6
Bangalore,Delhi,Standard,5,4
Ahmedabad,Ahmedabad,Express,5,6
Hyderabad,Hyderabad,Same Day,2,3
Hyderabad,Pune,Same Day,1,1
Bangalore,Hyderabad,Express,7,6
Mumbai,Pune,Same Day,6,7
Hyderabad,Mumbai,Standard,5,6
Delhi,Ahmedabad,Standard,4,4
Kolkata,Pune,Express,4,3
Delhi,Chennai,Express,1,1
Ahmedabad,Delhi,Standard,2,3
Ahmedabad,Ahmedabad,Express,6,7
Mumbai,Kolkata,Standard,7,7
Bangalore,Hyderabad,Same Day,1,1
Delhi,Delhi,Express,6,5
Pune,Chennai,Express,3,3
Pune,Pune,Express,3,2
Kolkata,Chennai,Same Day,6,5
Bangalore,Ahmedabad,Same Day,7,8
Bangalore,Chennai,Same Day,5,5
Hyderabad,Mumbai,Express,7,6
Mumbai,Hyderabad,Same Day,4,3
Chennai,Chennai,Express,5,5
Hyderabad,Mumbai,Standard,6,6
Pune,Hyderabad,Standard,6,5
Chennai,Ahmedabad,Standard,3,4
Ahmedabad,Delhi,Same Day,5,6
Kolkata,Ahmedabad,Same Day,7,6
Delhi,Chennai,Standard,3,3
Delhi,Chennai,Express,5,4
Bangalore,Bangalore,Express,4,5
Chennai,Hyderabad,Same Day,7,7
Pune,Delhi,Standard,5,5
Hyderabad,Bangalore,Same Day,2,3
Delhi,Pune,Standard,7,6
Hyderabad,Chennai,Same Day,6,5
Hyderabad,Mumbai,Same Day,7,8
Bangalore,Kolkata,Standard,2,2
Delhi,Delhi,Same Day,6,7
Hyderabad,Bangalore,Standard,7,6
Chennai,Kolkata,Same Day,2,1
Hyderabad,Delhi,Express,1,1
Kolkata,Pune,Same Day,4,3
Delhi,Mumbai,Same Day,6,6
Delhi,Pune,Express,7,7
Hyderabad,Chennai,Express,6,7
Chennai,Mumbai,Same Day,4,4
Hyderabad,Pune,Standard,2,3
Delhi,Delhi,Standard,1,1
Hyderabad,Ahmedabad,Standard,5,4
Kolkata,Kolkata,Standard,2,3
Ahmedabad,Hyderabad,Standard,1,1
Kolkata,Hyderabad,Express,1,1
Chennai,Bangalore,Same Day,4,3
Kolkata,Bangalore,Express,6,5
Pune,Bangalore,Express,5,4
Pune,Bangalore,Standard,6,7
Ahmedabad,Ahmedabad,Standard,2,1
Delhi,Ahmedabad,Same Day,3,4
Delhi,Delhi,Same Day,3,2
Bangalore,Kolkata,Express,6,5
Mumbai,Bangalore,Standard,4,3
Ahmedabad,Delhi,Same Day,3,3
Kolkata,Mumbai,Standard,3,2
Bangalore,Delhi,Standard,3,4
Ahmedabad,Ahmedabad,Same Day,1,1
Kolkata,Kolkata,Express,3,3
Hyderabad,Ahmedabad,Express,4,4
Kolkata,Kolkata,Express,6,6
Kolkata,Mumbai,Same Day,7,6
Kolkata,Pune,Express,5,4
Delhi,Ahmedabad,Express,3,4
Kolkata,Delhi,Express,7,8
Delhi,Chennai,Standard,1,1
Pune,Mumbai,Express,1,2
Chennai,Mumbai,Express,6,5
Hyderabad,Hyderabad,Same Day,6,7
Delhi,Kolkata,Express,3,4
Kolkata,Chennai,Express,1,2
Mumbai,Delhi,Express,7,7
Mumbai,Ahmedabad,Express,7,8
Delhi,Ahmedabad,Standard,4,3
Kolkata,Chennai,Same Day,2,1
Bangalore,Chennai,Standard,4,3
Bangalore,Kolkata,Express,2,1
Pune,Bangalore,Express,7,8
Ahmedabad,Bangalore,Express,6,7
Bangalore,Kolkata,Express,7,6
Delhi,Chennai,Express,6,5
Pune,Mumbai,Standard,4,4
Chennai,Ahmedabad,Standard,1,2
Kolkata,Kolkata,Standard,7,7
Mumbai,Ahmedabad,Same Day,7,8
Ahmedabad,Pune,Standard,2,2
Chennai,Chennai,Standard,7,6
Hyderabad,Pune,Standard,6,5
Delhi,Delhi,Standard,4,3
Kolkata,Mumbai,Same Day,6,5
Chennai,Chennai,Same Day,6,6
Chennai,Delhi,Express,7,8
Kolkata,Pune,Same Day,5,6
Delhi,Chennai,Standard,4,5
Hyderabad,Pune,Standard,7,8
Hyderabad,Delhi,Same Day,2,3
Ahmedabad,Bangalore,Express,1,1
Hyderabad,Hyderabad,Same Day,2,2
Bangalore,Bangalore,Same Day,1,1
Hyderabad,Mumbai,Same Day,7,8
Chennai,Pune,Standard,2,1
Bangalore,Hyderabad,Standard,4,3
Bangalore,Bangalore,Same Day,7,6
Pune,Mumbai,Standard,1,1
Chennai,Hyderabad,Standard,2,2
Delhi,Bangalore,Express,4,3
Chennai,Ahmedabad,Express,4,5
Delhi,Chennai,Standard,5,6
Ahmedabad,Pune,Standard,3,3
Pune,Chennai,Express,5,5
Hyderabad,Kolkata,Standard,6,7
Mumbai,Mumbai,Same Day,6,5
Kolkata,Chennai,Same Day,4,3
Hyderabad,Chennai,Same Day,6,7
Ahmedabad,Kolkata,Standard,3,3
Mumbai,Mumbai,Standard,3,2
Delhi,Kolkata,Same Day,6,5
